#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,PGM-ICP27,PGM-ICP27,PGM-ICP27,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Cu-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Ni-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,XRF76V,XRF76V,XRF76V,XRF76V,XRF76V
#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Polished thin section,Thin section,ASD,XRD,Fluid inclusion,EDS,EPMA,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,Au ppm,Pt ppm,Pd ppm,Ag ppm,Al %,As ppm,Ba ppm,Be ppm,Bi ppm,Ca %,Cd ppm,Co ppm,Cr ppm,Cu ppm,Cu %,Fe %,Ga ppm,K %,La ppm,Li ppm,Mg %,MgO %,Mn ppm,Mo ppm,Na %,Ni ppm,Ni % ppm,P %,Pb ppm,S %,Sb ppm,Sc ppm,Sr ppm,Th ppm,Ti %,Tl ppm,U ppm,V ppm,W ppm,Zn ppm,Zr ppm,Se PPM,Rb PPM,Y PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Ce PPM,Tb PPM,Yb PPM,Lu PPM,Hf PPM,Ta PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Ge PPM,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,Total %,PbO %,CuO %,TiO2 %,V2O5 %,ZnO %
271,SC11,727640.19,5142146.6,342.1,344,44287,Altantsetseg,,2025,,,,,,,,Norite,,,,,0.01,0.03,0.03,0.5,1.88,202,40,0.6,3,5.53,0.5,106,1810,65,,6.54,10,0.24,10,30,13.85,,1740,1,0.09,744,,240,2,0.04,6,18,304,20,0.09,10,10,77,10,71,20,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,3.59,0.02,7.43,0.4,9.57,0.28,24,0.23,0.14,0.05,0.1,38.59,0.03,0.18,100.5,,,,,
272,SC11,727640.19,5142146.6,350,352,44293,Altantsetseg,,2025,,,,,,,,Diorite?,,,,,0.01,0.01,0.01,0.5,8.03,5,950,1.9,2,1.31,0.5,2,8,1,,3.88,20,1.5,40,50,1.55,,744,2,4.12,1,,940,14,0.03,5,12,228,20,0.39,10,10,5,10,120,409,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,15.36,0.11,1.66,0.01,5.43,1.74,2.67,0.09,5.56,0.2,0.06,61.87,0.02,0.63,99.25,,,,,
273,SC11,727640.19,5142146.6,360,362,44300,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,Peridotite,,,0.01,0.03,0.03,0.5,2.03,5,40,0.5,2,3.46,0.5,109,1840,66,,8.35,10,0.19,10,10,17.85,,1390,1,0.34,775,,260,2,0.08,5,18,144,20,0.12,10,10,81,10,72,13,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.83,0.02,4.65,0.41,12.1,0.22,30.5,0.18,0.5,0.05,0.18,41.4,0.01,0.19,101.8,,,,,
274,SC11,727640.19,5142146.6,370,372,44307,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.01,0.03,0.04,0.5,2.25,5,40,0.5,2,3.66,0.5,114,1775,113,,8.5,10,0.18,10,10,18.3,,1350,1,0.38,811,,210,2,0.09,5,23,124,20,0.2,10,10,121,10,70,12,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,4.22,0.02,4.85,0.42,12.14,0.21,31.3,0.18,0.55,0.05,0.2,41.15,0.01,0.31,102.45,,,,,
275,SC11,727640.19,5142146.6,376.85,377.5,44312,Altantsetseg,,2025,,,,,,,,Norite,,,,,0.01,0.01,0.01,0.5,5.66,5,290,0.6,2,6.04,0.5,57,542,85,,6.42,10,0.37,10,70,11.9,,1140,1,1.03,314,,840,4,0.04,5,29,564,20,0.42,10,10,220,10,50,38,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,10.44,0.04,8.17,0.13,9.2,0.42,19.95,0.15,1.34,0.19,0.1,39.77,0.06,0.66,99.78,,,,,
276,SC11,727640.19,5142146.6,384.8,385.6,44318,Altantsetseg,,2025,,,,,,,,Peridotite,,Gabbro,,,0.01,0.01,0.01,0.5,1.59,17,10,0.5,2,10.4,0.5,59,1740,330,,5.22,10,0.05,10,10,13.1,,1210,1,0.2,396,,180,2,0.16,5,48,102,20,0.11,10,10,105,10,38,7,10,20,10,6,,10,20,,50,,,,,10,,,,,,,,,,,2.92,0.01,14.05,0.41,7.4,0.05,21.7,0.15,0.28,0.04,0.38,48.06,0.01,0.17,100.6,,,,,
277,SC11,727640.19,5142146.6,389,391,44321,Altantsetseg,,2025,,,,,,,,Pyroxenite,,,,,0.03,0.13,0.28,0.5,0.38,7,10,0.5,2,1.62,0.5,134,1895,241,,8.93,10,0.01,10,10,20.3,,1255,1,0.01,1110,0.111,60,2,0.17,7,10,111,20,0.03,10,10,32,10,69,5,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,0.68,0.01,2.22,0.4,12.8,0.01,33.6,0.16,0.08,0.01,0.41,35.75,0.01,0.05,100.85,,,,,
278,SC11,727640.19,5142146.6,392.5,393.8,44323,Altantsetseg,,2025,,,,,,,,Peridotite,,Peridotite,,,0.01,0.01,0.01,0.5,1.25,6,10,0.5,3,10.5,0.5,74,1500,294,,6.17,10,0.04,10,10,12.95,,1280,1,0.15,511,,90,2,0.18,5,51,143,20,0.11,10,10,116,10,42,5,10,20,10,7,,10,20,,50,,,,,10,,,,,,,,,,,2.27,0.01,14.4,0.33,8.73,0.04,21.8,0.16,0.23,0.02,0.43,43.2,0.01,0.17,99.35,,,,,
279,SC11,727640.19,5142146.6,399,401,44328,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.01,0.06,0.09,0.5,3.58,19,10,0.5,2,5.81,0.5,91,1010,351,,8.71,10,0.03,10,30,14.4,,1615,1,0.09,574,,690,2,0.15,5,36,1030,20,0.32,10,10,184,10,76,29,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,6.79,0.01,8.16,0.26,12.76,0.03,24.7,0.21,0.17,0.16,0.34,41.37,0.11,0.5,102.9,,,,,
280,SC11,727640.19,5142146.6,412,414,44337,Altantsetseg,,2025,,,,,,,,Peridotite,,Gabbro,,,0.03,0.09,0.12,0.5,2.99,7,10,0.5,2,11.35,0.5,66,864,719,,6.36,10,0.05,10,40,10.95,,1190,1,0.2,532,,290,2,0.25,5,58,166,20,0.27,10,10,207,10,48,16,10,20,10,8,,10,20,,50,,,,,10,,,,,,,,,,,5.48,0.01,15.35,0.23,9.05,0.05,18.45,0.16,0.27,0.06,0.62,45.42,0.02,0.42,100.5,,,,,
230,BS001,725900,5138590,109.6,111.6,45616,Altantsetseg,,2025,+,+,,,,,,Andesite,Diorite Porphyry,Gabbro,,,0.01,0.01,0.01,0.5,8.28,7,1600,0.9,2,6.08,0.5,23,26,78,,5.61,20,1.13,10,30,1.5,,1110,1,1.74,21,,720,4,0.01,5,18,1435,20,0.43,10,10,197,10,85,45,10,50,10,,,10,10,,50,5,,,,10,,,,,,,,,,,18.42,0.18,8.27,0.01,8.12,1.4,2.68,0.14,2.38,0.17,0.01,50.78,0.17,0.73,100.8,,,,,
231,BS001,725900,5138590,195,196.8,45625,Altantsetseg,,2025,+,+,,,,,,Sandstone,,,,,0.01,0.01,0.01,0.5,7.4,5,440,1.1,2,5.78,0.5,40,25,46,,9.83,20,0.86,20,20,2.99,,1680,1,2.32,22,,1990,2,0.36,5,35,485,20,1.26,10,20,299,10,124,127,10,40,30,,,10,10,,70,5,,,,10,,,,,,,,,,,15.05,0.06,7.97,0.01,14.09,1.06,5.11,0.22,3.21,0.44,0.83,49.02,0.06,2.13,101.5,,,,,
232,BS001,725900,5138590,281,283,45632,Altantsetseg,,2025,+,+,,,,,,Dolerite,Gabbrodiorite,Alkalic Gabbro,,,0.01,0.01,0.01,0.5,6.77,7,410,1,2,6.95,0.5,37,22,45,,9.16,20,0.36,20,50,2.66,,1880,1,2.12,20,,1820,2,0.76,5,32,382,20,1.15,10,10,273,10,112,119,10,20,30,,,10,10,,60,5,,,,10,,,,,,,,,,,13.67,0.05,9.52,0.01,13,0.43,4.54,0.24,2.86,0.41,1.84,43.4,0.04,1.96,101.2,,,,,
233,BS001,725900,5138590,284.2,286.1,45634,Altantsetseg,,2025,+,+,,,,,,Gabbro,Gabbrodiorite,Gabbrodiorite,,,,,,0.5,6.97,20,950,1,2,4.92,0.5,26,30,60,,6.7,20,0.94,20,50,1.8,,1775,2,1.54,37,,1300,9,0.78,5,24,254,20,0.75,10,10,203,10,102,115,10,40,30,,,10,10,,60,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,BS001,725900,5138590,286.1,288,45635,Altantsetseg,,2025,+,+,,,,,,Diorite,Gabbrodiorite,Diorite,,,0.01,0.01,0.01,0.5,7.01,5,500,1.1,2,5.1,0.5,38,26,42,,9.18,10,0.42,20,30,2.87,,1890,1,2.49,23,,1870,9,0.77,5,34,425,20,1.18,10,10,283,10,123,121,10,20,30,,,10,10,,70,5,,,,10,,,,,,,,,,,14.63,0.06,7.33,0.01,13.82,0.54,5.1,0.26,3.52,0.44,1.96,47.13,0.05,2.11,102.4,,,,,
235,BS001,725900,5138590,294,296,45639,Altantsetseg,,2025,+,+,,,,,,Gabbro,Diorite Porphyry,Alkalic Gabbro,,,,,,0.5,5.32,13,1360,0.9,2,4.73,0.5,26,45,99,,3.59,10,0.8,20,30,1.32,,2890,1,1.42,77,,1030,8,0.36,5,13,365,20,0.26,10,10,82,10,77,63,10,40,20,,,10,10,,60,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,BS001,725900,5138590,380,382,45652,Altantsetseg,,2025,+,+,,,,,,Siltstone,Siltstone,,,,,,,0.5,6.24,16,1020,1,2,3.72,0.5,23,47,96,,3.89,10,1.36,10,30,1.24,,1860,2,1.56,63,,770,7,0.91,5,15,202,20,0.3,10,20,120,10,85,73,10,40,20,,,10,10,,50,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,BS001,725900,5138590,380,382,45652,Altantsetseg,,2025,+,+,,,,,,Siltstone,Siltstone,,,,,,,0.5,6.24,16,1020,1,2,3.72,0.5,23,47,96,,3.89,10,1.36,10,30,1.24,,1860,2,1.56,63,,770,7,0.91,5,15,202,20,0.3,10,20,120,10,85,73,10,40,20,,,10,10,,50,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,BS001,725900,5138590,442.8,443.4,45656,Altantsetseg,,2025,+,+,,,,,,Siltstone,Siltstone,,,,0.01,0.01,0.01,0.5,7.6,5,2070,0.8,2,5.49,0.5,39,21,61,,7.79,10,1.27,20,30,3.23,,1665,1,1.74,56,,1360,3,0.81,5,24,360,20,0.84,10,10,194,10,106,99,10,30,20,,,10,10,,60,5,,,,10,,,,,,,,,,,15.53,0.24,7.72,0.01,11.26,1.56,5.54,0.22,2.41,0.31,1.86,47.58,0.04,1.46,101.45,,,,,
238,BS001,725900,5138590,460.3,461.25,45659,Altantsetseg,,2025,+,+,,,,,,Dacite,Gabbrodiorite,Gabbrodiorite,,,0.01,0.01,0.01,0.5,8.93,5,1100,0.7,2,5.64,0.5,31,6,81,,7.16,20,1.78,20,30,2.86,,1780,1,1.32,14,,840,4,0.17,5,22,415,20,0.67,10,10,294,10,93,68,10,40,20,,,10,10,,60,5,,,,10,,,,,,,,,,,18.35,0.12,7.74,0.01,10.31,2.2,4.94,0.23,1.82,0.19,0.36,49.32,0.05,1.14,101.25,,,,,
239,BS001,725900,5138590,483.1,484.7,45663,Altantsetseg,,2025,+,+,,,,,,Gabbrodiorite,Diorite,Diorite,,,0.01,0.01,0.01,0.5,7.92,8,660,0.7,2,4.8,0.5,22,25,71,,5.28,10,1.28,20,10,1.17,,1050,2,2.62,21,,760,13,0.13,5,18,951,20,0.41,10,10,148,10,87,46,10,20,20,,,10,10,,60,5,,,,10,,,,,,,,,,,16.66,0.08,6.75,0.01,7.74,1.62,2.13,0.14,3.68,0.18,0.28,58.04,0.11,0.72,100.95,,,,,
240,BS001,725900,5138590,500.65,502.05,45675,Altantsetseg,,2025,+,+,,,,,,Gabbrodiorite,Gabbrodiorite,Gabbrodiorite,,,0.01,0.01,0.01,0.5,9.37,5,920,0.7,2,7.26,0.5,30,11,87,,7.22,20,1.58,20,20,2.53,,1330,1,0.99,18,,850,8,0.23,5,23,353,20,0.65,10,20,272,10,87,85,10,50,20,,,10,10,,60,5,,,,10,,,,,,,,,,,17.59,0.1,9.64,0.01,10.02,1.84,4.21,0.16,1.32,0.18,0.54,48.37,0.04,1.05,99.31,,,,,
241,BS001,725900,5138590,508.55,510.55,45681,Altantsetseg,,2025,+,+,,,,,,Gabbrodiorite,Gabbrodiorite,Gabbrodiorite,,,0.01,0.01,0.01,0.5,8.72,5,740,0.6,2,6.27,0.5,28,14,71,,6.52,20,1.26,10,20,2.43,,1240,1,1.62,15,,820,3,0.19,5,18,445,20,0.58,10,10,242,10,93,68,10,30,20,,,10,10,,60,5,,,,10,,,,,,,,,,,17.34,0.08,8.64,0.01,9.48,1.58,4.3,0.16,2.22,0.18,0.45,50.27,0.05,0.99,100.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ni ppm,Ni %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME-ICP61,Ni-OG62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
