source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-54-56 (47194),OVD27,54.0,56.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained hornblende peridotite","Хүдэржиж, хувирсан жигд биш ширхэгтэй эвэр хуурмагт перидотит","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:30-35; Altered olivine:25-30; Mon. pyroxene:10-15; Altered plagioclase:5-8; Biotite:5; Magnetite:3-5; Chromite:few; Ilmenite:few; Chalcopyrite:2-3; Pyrrhotite:5-8; Pentlandite:few; Pyrite:few,"Serpentine, talc, carbonate, saussurite, actinolite, chlorite; olivine mesh texture with ore veinlets",Chromite-magnetite-ilmenite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite-pyrrhotite lenses 1x8 mm evenly distributed (sideronitic tendency); magnetite mesh veinlets,Field: mineralized gabbro. Coarse hornblende-olivine-pyroxene peridotite; strong sulfide lens mineralisation with minor pentlandite and pyrite.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-63.8-64.4 (47195),OVD27,63.8,64.4,,polished thin section (ӨТШ),"Silicified, weakly mineralised medium- to fine-grained pyroxenite","Цахиуржиж, сулавтар хүдэржсэн дунд жижиг ширхэгтэй пироксенит","Panidiomorphic, occasionally poikilo-ophitic; lenticular, banded, taxitic, weakly breccia-like",Mon. pyroxene:55-60; Orthopyroxene:5-10; Hornblende:5-10; Chlorite pseudomorph:5-8; Plagioclase:few; Magnetite:1-2; Pyrite:few; Pyrrhotite:few; Chalcopyrite:few; Sphene:few; Quartz (epigenetic):10-15; Prehnite (epigenetic):5-8; Carbonate (epigenetic):few,Silicification: quartz-prehnite(-carbonate) lenses 0.5-20 mm cutting the rock; chlorite pseudomorphs probably after hornblende,Ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis (weak); pyrite lenses 0.5-8.0 mm mostly within quartz-prehnite lenses; chalcopyrite lenses to 0.1x1.5 mm; sparse ilmenite-pyrrhotite micrograins,"Field: altered mineralized gabbro. Pyroxenite (mon.pyroxene-dominated with minor opx and hornblende), taxitic with grain-size banding, cut by prominent quartz-prehnite veins carrying pyrite and chalcopyrite; gabbrodiorite-like patches present.",,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-66.3-68.0 (47196),OVD27,66.3,68.0,,polished thin section (ӨТШ),"Mineralised, altered melanocratic gabbro porphyry","Хүдэржиж, хувирсан меланократ габбро порфир","Porphyritic; groundmass ophitic, subophitic, locally micro-prismatic granular; massive",Plagioclase:45-50; Mon. pyroxene:40-45; Hornblende:3-5; Altered biotite:1-3; Pyrite:0.3-0.5; Pyrrhotite:few; Pentlandite:0.2; Chalcopyrite:0.1; Ilmenite:few; Sphene:few,"Epidote, sericite, chlorite; epigenetic actinolite, epidote-zoisite, carbonate, quartz, chlorite; carbonate-prehnite-quartz-actinolite-epidote-zoisite zoned lenses 8-15 mm; epidote veins 0.1-0.3 mm",Ilmenite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis (weak); sulfide micro-lenses 0.2-0.8 mm associated with epidote-chlorite lenses/veins; ilmenite-pyrite-chalcopyrite micro-disseminations,Field: altered mineralized gabbro. Plagioclase and fresh mon.pyroxene phenocrysts (15-20%) in like groundmass; weak sulfide mineralisation tied to late epidote-dominated veins/lenses.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-78-80 (47197),OVD27,78.0,80.0,,polished thin section (ӨТШ),"Strongly mineralised, altered melanocratic gabbro porphyry","Хүчтэй хүдэржиж, хувирсан меланократ габбро порфир","Porphyritic; groundmass ophitic, poikilo-ophitic, locally gabbro-like; taxitic",Plagioclase:35-40; Hornblende:15-20; Talc-serpentine pseudomorph:15-20; Biotite:3-5; Mon. pyroxene:3-5; Actinolite-chlorite pseudomorph:8-10; Pyrrhotite:5-8; Pentlandite:0.5-1.0; Chalcopyrite:3-5; Magnetite:1-2; Ilmenite:0.5-1.0,"Saussurite (strong, on plagioclase phenocrysts), serpentine, talc, pelite, chlorite, actinolite",Ilmenite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; abundant sulfide lenses 0.5-15 mm associated with alteration chlorite and talc-serpentine pseudomorphs; magnetite veinlets along olivine cleavage,"Field: mineralized gabbro. Phenocrysts (40-45%) of saussuritized plagioclase, hornblende and talc-serpentine pseudomorphs after olivine; strongly mineralised with large pentlandite-bearing lenses.",,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-80-82 (47198),OVD27,80.0,82.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:20-25; Altered olivine:20-25; Mon. pyroxene:10-15; Altered plagioclase:10-15; Biotite:5-8; Actinolite-chlorite pseudomorph:5; Magnetite:3-5; Chromite:few; Chalcopyrite:3-5; Pyrrhotite:8-10; Pentlandite:3-5,"Serpentine, iddingsite, saussurite, actinolite, chlorite, talc, fuchsite, carbonate; olivine mostly to full pseudomorphs",Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite-pentlandite-pyrrhotite lenses up to 0.8x21 mm occupying ~20-25% of the rock; magnetite mesh veinlets,Field: mineralized gabbro. Iddingsite-serpentine pseudomorphed olivine with hornblende and pyroxene; strongly mineralised — sulfide lenses make up a fifth to a quarter of the slide.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-94-96 (47199),OVD27,94.0,96.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular, taxitic tendency",Hornblende:20-25; Altered olivine:20-25; Altered plagioclase:20-25; Mon. pyroxene:5-8; Biotite:1-3; Actinolite-chlorite pseudomorph:5-8; Magnetite:5; Chalcopyrite:3-5; Pyrrhotite:5-8; Pentlandite:3-5; Apatite:0.5,"Serpentine, iddingsite, saussurite, actinolite, chlorite, talc, fuchsite-muscovite, carbonate",Magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide lenses up to 0.5x12 mm occupying ~15-20% of the rock; chalcopyrite veinlets crosscutting pentlandite-pyrrhotite; magnetite mesh veinlets 0.01-0.03 mm,"Field: mineralized gabbro. Same rock as 47198; strongly mineralised, sulfide lens network 15-20% of slide.",,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-98.15-99 (47200),OVD27,98.15,99.0,,polished thin section (ӨТШ),Mineralised coarse- to medium-grained hornblende gabbro (gabbrodiorite),Хүдэржсэн том дунд ширхэгтэй эвэрхуурмагт габбро (Габбродиорит),"Gabbroic, subophitic, panidiomorphic; massive",Plagioclase:70-75; Hornblende:20-25; Chlorite (titanite-bearing) pseudomorph:few; Pentlandite:few; Chalcopyrite:1-3; Magnetite:few; Titanite/ilmenite:few; Apatite:1-2; Sphene:0.5; Actinolite+sericite+pelite (secondary):5-10; Epidote+chlorite+carbonate (secondary):5-10,"Sericite, pelite, epidote on plagioclase; actinolite-chlorite on hornblende; late chlorite-epidote(-carbonate) lenses/veins 0.05-0.4 mm controlling the mineralisation","Magnetite-ilmenite-pentlandite-chalcopyrite paragenesis; chalcopyrite dominant as 0.2-3.0 mm lens clusters with pentlandite grains, associated with chlorite-epidote lenses; skeletal titanite in chlorite pseudomorphs",Field: massive sulphide (host to it). Coarse plagioclase-hornblende gabbro; chalcopyrite(-pentlandite) mineralisation tied to late chlorite-epidote veins; abundant sphene and apatite.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-99-100 (47091),OVD27,99.0,100.0,,polished thin section (ӨТШ),Massive magnetite-chalcopyrite-millerite-pyrrhotite ore,Магнетит-халькопирит-миллерит-пирротиноос тогтсон цул хүдэр,"Hypidiomorphic; veined, lenticular",Chalcopyrite:15-20; Pyrrhotite:60-65; Magnetite:8-10; Millerite?:5-8; Platinum?/silver?:2 grains; Carbonate:single grains; Serpentine:few,Essentially no gangue; rare carbonate and serpentine chips 0.1-0.2 mm,Magnetite-millerite-pyrrhotite-chalcopyrite(-platinum) paragenesis; pyrrhotite massive matrix cut/replaced by chalcopyrite and millerite micro-lenses/veins (millerite veins 0.2-1.0 mm); magnetite disseminated grains 0.3-1.0 mm (very chromite-like — flagged for re-check); 2 bright-white grains 0.03-0.05 mm of possible platinum or silver requiring detailed analysis,"Field: massive sulphide. Massive Ni-Cu sulfide ore dominated by pyrrhotite with chalcopyrite and probable millerite; note in header ""XRD — ask about submitting""; possible precious-metal grains observed.",,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-108-110 (47092),OVD27,108.0,110.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Hornblende:20-25; Altered olivine:45-50; Altered plagioclase:10-15; Biotite:5-8; Pyroxene:few; Actinolite-chlorite pseudomorph:3-5; Magnetite:3-5; Chromite:few; Chalcopyrite:5-8; Pyrrhotite:10-15; Pentlandite:3-5,"Serpentine, iddingsite, talc, fuchsite, saussurite, actinolite, chlorite, carbonate; variable olivine alteration degree",Chromite-magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide lenses 0.5x10 mm occupying ~30-35% of the rock — chalcopyrite replaces/cuts pentlandite and pyrrhotite; magnetite mesh veinlets,Field: mineralized gabbro. Olivine-rich variant of 47198/47199; the most heavily lens-mineralised host rock in the hole (30-35% sulfide lenses).,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-116-117.8 (47093),OVD27,116.0,117.8,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular, taxitic tendency",Altered olivine:35-40; Hornblende:20-25; Altered plagioclase:10-15; Mon. pyroxene:10-15; Biotite:5; Actinolite-chlorite pseudomorph:5-8; Magnetite:5-8; Chalcopyrite:1-3; Pyrrhotite:3-5; Serpentine+iddingsite+talc etc. (secondary):10-15,"Iddingsite, talc, serpentine (talc relatively abundant), saussurite, actinolite, chlorite, fuchsite, carbonate",Magnetite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite-pyrrhotite lenses 0.5x8 mm occupying ~10-15%; magnetite disseminations 0.05-0.4 mm and mesh veinlets 0.01-0.1 mm,Field: mineralized gabbro. Like 47092 but more pyroxene and talc; moderate sulfide lens mineralisation.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-119.5-121.5 (47094),OVD27,119.5,121.5,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular, taxitic tendency",Altered olivine:35-40; Hornblende:20-25; Altered plagioclase:10-15; Mon. pyroxene:8-10; Biotite:5; Actinolite-chlorite pseudomorph:5-8; Magnetite:5-8; Chalcopyrite:1-3; Pyrrhotite:3-5; Pentlandite:0.5; Millerite:0.5-1.0,"Serpentine, iddingsite, talc, saussurite, actinolite, chlorite, carbonate",Magnetite-pentlandite-pyrrhotite-millerite?-chalcopyrite paragenesis; sulfide lenses 0.5x9 mm (~10-15% of rock) with pale-yellow millerite micro-grains rimmed by chalcopyrite; magnetite mesh veinlets 0.01-0.05 mm,Field: mineralized gabbro. Same as 47093; distinctive millerite within the chalcopyrite-pentlandite-pyrrhotite lenses.,,
"27 р цооног 12ш.docx (hole OVD27, 12 samples)",1vPXAWelQlX_bfjQp1jOqa8xwVMsp91U6,OVD27-135-137 (47095),OVD27,135.0,137.0,,polished thin section (ӨТШ),Carbonatised plagioclase-epidote-pyroxene micro-gneiss? (garnet-bearing skarn-like rock),Карбонатчлагдсан плагиоклаз-эпидот-пироксент бичил гнейс?,"Micronematogranoblastic, relict hypidiomorphic; lenticular, banded",Mon. pyroxene:45-50; Epidote:10-15; Amphibole:8-10; Carbonate:5; Garnet:1-3; Plagioclase:10-15; Pyrrhotite:3-5; Chalcopyrite:few; Pyrite:few; Carbonate+chlorite+epidote+albite (epigenetic):5-10,Carbonatisation and albitisation; two carbonate generations (skarn calcite; late coarse carbonate-albite-chlorite-epidote veins 0.5-2.5 mm); actinolite lenses,"Pyrite-pyrrhotite-chalcopyrite paragenesis (modest); pyrrhotite disseminations, micro-lenses and discontinuous veinlets 0.2-0.5 mm; pyrite mostly in late carbonate veins; sulfides concentrated in relict gabbro bands",Field: mineralized gabbro. Fine granoblastic pyroxene-plagioclase-epidote(-garnet-calcite) rock (skarn-like micro-gneiss) with relict gabbro/gabbrodiorite bands; weakly-modestly mineralised.,,
"28 ба 29 р цооног 9ш.docx (holes OVD28 + OVD29, 9 samples)",1ZwejH5NIjLSqTYBmuRyl5PoCSmgAdsMR,OVD28-15-17 (47096),OVD28,15.0,17.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained pyroxene-olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хүдэржиж, хувирсан жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular, trachytic tendency",Hornblende:20-25; Talc-serpentine pseudomorph:40-45; Altered plagioclase:10-15; Biotite:5-8; Pyroxene:5-10; Actinolite-chlorite pseudomorph:5-10; Magnetite:3-5; Chalcopyrite:1-2; Pyrrhotite:3-5; Pentlandite:0.5-1.0; Goethite-hydrogoethite:0.5-1.0; Carbonate (epigenetic):3-5,"Serpentine, iddingsite, talc, saussurite, actinolite, chlorite; carbonate veinlets 0.1-0.4 mm with goethite-hydrogoethite along fractures",Magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis plus supergene goethite; sulfide lenses 0.3x8 mm occupying ~5-8%; magnetite mesh veinlets 0.01-0.1 mm,Field: mineralized gabbro. Similar to OVD27 samples 47198/47092; olivine fully pseudomorphed; moderate sulfide mineralisation with incipient oxidation.,,
"28 ба 29 р цооног 9ш.docx (holes OVD28 + OVD29, 9 samples)",1ZwejH5NIjLSqTYBmuRyl5PoCSmgAdsMR,OVD28-19-21.25 (47097),OVD28,19.0,21.25,,polished thin section (ӨТШ),"Altered, oxidised uneven-grained olivine-hornblende melanocratic gabbro (hornblende peridotite)","Хувирч, исэлдсэн жигд биш ширхэгтэй оливин-эвэр хуурмагт меланократ габбро","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular, trachytic tendency",Talc-serpentine pseudomorph:50-55; Altered hornblende:10-15; Altered plagioclase:10-15; Biotite:10-15; Actinolite-chlorite pseudomorph:5-10; Magnetite:few; Pyrrhotite:few; Hematite:1-2; Goethite-hydrogoethite:3-5; Apatite:0.5; Carbonate (epigenetic):3-5,"Strong oxidation: iron hydroxides along fractures (orange-brown); serpentine, talc, iddingsite, saussurite; carbonate veinlets 0.02-0.2 mm",Magnetite-hematite-goethite-hydrogoethite paragenesis; hematite disseminations 0.05-0.2 mm probably after magnetite; zoned goethite lens 0.2-0.4 mm; sparse magnetite in olivine mesh,"Field: mineralized gabbro. Fractured, strongly oxidised peridotitic gabbro; only oxide mineralisation remains, sulfides largely destroyed.",,
"28 ба 29 р цооног 9ш.docx (holes OVD28 + OVD29, 9 samples)",1ZwejH5NIjLSqTYBmuRyl5PoCSmgAdsMR,OVD28-22.9-25 (47098),OVD28,22.9,25.0,,polished thin section (ӨТШ),Mineralised chlorite-carbonate metasomatite,Хүдэржсэн хлорит-карбонатат метасоматит,"Lepidogranoblastic; massive, lenticular",Carbonate:60-65; Chlorite:20-25; Pyrite+pyrrhotite:10-15; Chalcopyrite:few; Pentlandite:few; Chromite:few; Titanite:1-3; Biotite:5-8; Quartz:,"Complete replacement of probable gabbrodiorite: carbonate after plagioclase, chlorite after mafics",Chromite-pyrrhotite-pentlandite-chalcopyrite paragenesis; even pyrrhotite disseminations 0.02-0.3 mm plus 0.5x2.5 mm pyrrhotite lenses cut by chalcopyrite micro-lenses; pentlandite micro-grains; sparse chromite,"Field: mineralized gabbro. Header in source reads ""OVD22.9-25"" (missing hole number - hole 28 by position). Fully carbonate-chlorite-replaced intrusive still carrying Ni-Cu sulfide disseminations and lenses.",,
"28 ба 29 р цооног 9ш.docx (holes OVD28 + OVD29, 9 samples)",1ZwejH5NIjLSqTYBmuRyl5PoCSmgAdsMR,OVD28-26.4-28.15 (47099),OVD28,26.4,28.15,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained hornblende peridotite (with altered gabbrodiorite schlieren)","Хүдэржиж, хувирсан жигд биш ширхэгтэй эвэр хуурмагт перидотит (Хувирсан габбродиоритын шлиртэй)","Panidiomorphic, poikilo-ophitic, subophitic; massive, lenticular",Talc-serpentine pseudomorph:40-45; Hornblende:30-35; Biotite:5-8; Altered plagioclase:5; Actinolite-chlorite pseudomorph:5-10; Magnetite:few; Chalcopyrite:3-5; Pyrrhotite:5-8; Pentlandite:1-3,"Serpentine, talc, saussurite, actinolite, chlorite; late chlorite-carbonate lenses/veins 0.1-0.5 mm rimming the ore lenses","Magnetite-pentlandite-pyrrhotite-chalcopyrite paragenesis; pentlandite-chalcopyrite-pyrrhotite lenses 0.4-5.0 mm evenly distributed, rimmed by late chlorite-carbonate; growth order magnetite-pentlandite-pyrrhotite-chalcopyrite",Field: breccia. Typical mineralised hornblende peridotite hosting weakly-mineralised metasomatically altered microgabbrodiorite schlieren (sericitized plagioclase + biotite with ilmenite-pyrrhotite-chalcopyrite micrograins).,,
